100       Threads
5         Connections per thread
900       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        30641.08          ---          ---        14.82682        14.84700        25.85500        31.48700     32936.50 
Gets         3063.84      3042.41        21.43        14.82360        14.84700        24.31900        31.48700      3256.88 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      33704.91      3042.41        21.43        14.82652        14.84700        25.85500        31.48700     36193.38 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.055        0.000
SET      13.119        5.000
SET      13.247       10.000
SET      13.439       15.000
SET      13.567       20.000
SET      13.823       25.000
SET      14.015       30.000
SET      14.271       35.000
SET      14.463       40.000
SET      14.655       45.000
SET      14.847       50.000
SET      14.911       52.500
SET      14.975       55.000
SET      15.039       57.500
SET      15.103       60.000
SET      15.167       62.500
SET      15.231       65.000
SET      15.295       67.500
SET      15.359       70.000
SET      15.423       72.500
SET      15.487       75.000
SET      15.487       76.250
SET      15.551       77.500
SET      15.615       78.750
SET      15.615       80.000
SET      15.679       81.250
SET      15.679       82.500
SET      15.743       83.750
SET      15.807       85.000
SET      15.807       86.250
SET      15.871       87.500
SET      15.871       88.125
SET      15.935       88.750
SET      15.935       89.375
SET      15.999       90.000
SET      15.999       90.625
SET      16.063       91.250
SET      16.063       91.875
SET      16.127       92.500
SET      16.127       93.125
SET      16.191       93.750
SET      16.191       94.062
SET      16.255       94.375
SET      16.255       94.688
SET      16.255       95.000
SET      16.319       95.312
SET      16.319       95.625
SET      16.383       95.938
SET      16.511       96.250
SET      16.511       96.562
SET      16.511       96.875
SET      16.639       97.031
SET      16.639       97.188
SET      16.767       97.344
SET      16.767       97.500
SET      16.895       97.656
SET      17.023       97.812
SET      17.407       97.969
SET      17.791       98.125
SET      18.431       98.281
SET      19.071       98.438
SET      19.455       98.516
SET      19.839       98.594
SET      20.351       98.672
SET      20.863       98.750
SET      21.631       98.828
SET      22.783       98.906
SET      25.343       98.984
SET      26.495       99.062
SET      26.751       99.141
SET      27.135       99.219
SET      27.519       99.258
SET      28.031       99.297
SET      28.543       99.336
SET      28.799       99.375
SET      29.055       99.414
SET      29.311       99.453
SET      29.439       99.492
SET      29.567       99.531
SET      29.823       99.570
