20        Threads
5         Connections per thread
900       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets            0.00          ---          ---             ---             ---             ---             ---         0.00 
Gets         6651.69      6651.69         0.00       333.94186       303.10300       983.03900      1048.57500       530.25 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals       6651.69      6651.69         0.00       333.94186       303.10300       983.03900      1048.57500       530.25 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.000      100.000
---
GET      35.583        0.000
GET     151.551        5.000
GET     201.727       10.000
GET     223.231       15.000
GET     234.495       20.000
GET     253.951       25.000
GET     272.383       30.000
GET     280.575       35.000
GET     288.767       40.000
GET     301.055       45.000
GET     303.103       50.000
GET     307.199       52.500
GET     311.295       55.000
GET     325.631       57.500
GET     329.727       60.000
GET     335.871       62.500
GET     344.063       65.000
GET     350.207       67.500
GET     352.255       70.000
GET     358.399       72.500
GET     374.783       75.000
GET     378.879       76.250
GET     380.927       77.500
GET     393.215       78.750
GET     399.359       80.000
GET     405.503       81.250
GET     407.551       82.500
GET     417.791       83.750
GET     421.887       85.000
GET     430.079       86.250
GET     432.127       87.500
GET     434.175       88.125
GET     434.175       88.750
GET     436.223       89.375
GET     436.223       90.000
GET     436.223       90.625
GET     452.607       91.250
GET     462.847       91.875
GET     487.423       92.500
GET     528.383       93.125
GET     585.727       93.750
GET     618.495       94.062
GET     630.783       94.375
GET     655.359       94.688
GET     684.031       95.000
GET     720.895       95.312
GET     757.759       95.625
GET     774.143       95.938
GET     798.719       96.250
GET     819.199       96.562
GET     839.679       96.875
GET     847.871       97.031
GET     851.967       97.188
GET     860.159       97.344
GET     864.255       97.500
GET     876.543       97.656
GET     884.735       97.812
GET     909.311       97.969
GET     913.407       98.125
GET     921.599       98.281
GET     933.887       98.438
GET     942.079       98.516
GET     954.367       98.594
GET     958.463       98.672
GET     958.463       98.750
GET     966.655       98.828
GET     974.847       98.906
GET     983.039       98.984
GET     983.039       99.062
GET     999.423       99.141
GET    1007.615       99.219
GET    1011.711       99.258
GET    1011.711       99.297
GET    1011.711       99.336
GET    1015.807       99.375
GET    1015.807       99.414
GET    1019.903       99.453
GET    1023.999       99.492
GET    1023.999       99.531
GET    1028.095       99.570
GET    1028.095       99.609
GET    1032.191       99.629
GET    1032.191       99.648
GET    1032.191       99.668
GET    1032.191       99.688
GET    1036.287       99.707
GET    1036.287       99.727
GET    1036.287       99.746
GET    1036.287       99.766
GET    1036.287       99.785
GET    1040.383       99.805
GET    1040.383       99.814
GET    1040.383       99.824
GET    1040.383       99.834
GET    1040.383       99.844
GET    1040.383       99.854
GET    1044.479       99.863
GET    1044.479       99.873
GET    1044.479       99.883
GET    1048.575       99.893
GET    1048.575      100.000
---
WAIT      0.000      100.000
